startMonth,startDay,startYear,endMonth,endDay,endYear,wikiUrl,text,fontSize,fontFamily,bold,color,backgroundColor,croptop,cropright,cropbottom,cropleft,positiontop,positionleft,scale,height,verticalOffset,textWeek,zIndexOverride,tooltip
2,26,1924,4,1,1924,https://en.wikipedia.org/wiki/Beer_Hall_Putsch#Trial_and_prison,HITLER ON TRIAL,2.3em,Arial,TRUE,white,black,30,0,10,0,40%,20%,60,0.80,-40,4,19,
5,12,1926,5,14,1926,https://en.wikipedia.org/wiki/May_Coup_(Poland),MAY COUP,2.3em,Arial,TRUE,RED,LIGHTGREY,30,0,10,0,40%,7%,60,0.80,-42,1,19,
8,1,1927,8,6,1927,https://en.wikipedia.org/wiki/Chinese_Civil_War,CHINESE CIVIL WAR STARTS,1.9em,Arial,TRUE,GOLD,RED,30,0,10,0,38%,2%,59,0.70,-26,1,20,Chinese Civil War
4,12,1927,4,15,1927,https://en.wikipedia.org/wiki/Shanghai_massacre,SHANGHAI MASSACRE,1.6em,Arial,TRUE,GOLD,RED,30,0,10,0,40%,1%,63,0.70,-31,1,20,Shanghai massacre
10,18,1927,10,22,1927,https://en.wikipedia.org/wiki/1927%E2%80%931928_Colorado_Coal_Strike,COLORADO COAL STRIKE,1.6em,Arial,TRUE,white,black,30,0,10,0,40%,5%,61,0.70,-39,1,21,1927–1928 Colorado Coal Strike
8,23,1929,8,29,1929,https://en.wikipedia.org/wiki/1929_Palestine_riots,PALESTINE RIOTS,1.9em,Arial,TRUE,white,black,30,0,10,0,40%,13%,57,0.70,-35,2,21,
3,12,1930,4,6,1930,https://en.wikipedia.org/wiki/Salt_March,SALT MARCH,2.3em,Arial,TRUE,GREEN,ORANGE,30,0,10,0,40%,26%,66,0.80,-40,2,20,
9,18,1931,2,27,1932,https://en.wikipedia.org/wiki/Japanese_invasion_of_Manchuria,JAPAN INVADES MANCHURIA,1.8em,Arial,TRUE,RED,SEASHELL,30,0,10,0,45%,12%,64,0.70,-48,"2,5,10,15,21,26",20,
11,2,1932,12,10,1932,https://en.wikipedia.org/wiki/Emu_War,EMU WAR,1.8em,Arial,TRUE,WHITE,BROWN,30,0,10,0,45%,35%,61,0.70,-37,"3,7",20,
1,23,1933,1,23,1933,https://en.wikipedia.org/wiki/Twentieth_Amendment_to_the_United_States_Constitution,20,3.8em,Arial,TRUE,black,white,30,0,0,0,30%,8%,63,1.00,-41,1,80,
12,5,1933,12,5,1933,https://en.wikipedia.org/wiki/Twenty-first_Amendment_to_the_United_States_Constitution,21,3.8em,Arial,TRUE,black,white,30,0,0,0,30%,4%,65,1.00,-41,1,80,
3,5,1933,3,11,1933,https://www.federalreservehistory.org/essays/bank-holiday-of-1933,BANK HOLIDAY,2.3em,Arial,TRUE,WHITE,BLUE,30,0,10,0,38%,27%,63,0.70,-2,1,21,https://www.federalreservehistory.org/essays/bank-holiday-of-1933
6,30,1934,7,2,1934,https://en.wikipedia.org/wiki/Night_of_the_Long_Knives,KNIVES,2.3em,Arial,TRUE,white,black,30,0,10,0,40%,3%,61,0.80,-40,2,19,
7,29,1934,8,1,1934,https://en.wikipedia.org/wiki/United_States_occupation_of_Haiti,USA HAITI ENDS,1.7em,Arial,TRUE,black,LIGHTBLUE,30,0,10,0,45%,1%,64,0.80,-33,1,2001,United States ends occupation of Haiti
10,16,1934,10,27,1934,https://en.wikipedia.org/wiki/Long_March,LONG MARCH BEGINS,2.1em,Arial,TRUE,GOLD,RED,30,0,10,0,38%,17%,59,0.70,-36,2,20,
7,25,1934,7,30,1934,https://en.wikipedia.org/wiki/July_Putsch,JULY PUTSCH,2.0em,Arial,TRUE,WHITE,RED,30,0,0,0,45%,26%,63,0.70,-47,1,80,July Putsch
2,12,1934,2,15,1934,https://en.wikipedia.org/wiki/Austrian_Civil_War,AUS CIVIL WAR,2.3em,Arial,TRUE,WHITE,RED,30,0,10,0,40%,4%,61,0.80,-33,1,19,
12,23,1934,12,29,1934,https://en.wikipedia.org/wiki/Trial_of_Neumann_and_Sass,NEUMANN AND SASS,2.3em,Arial,TRUE,WHITE,BLACK,30,0,10,0,40%,13%,61,0.80,-38,1,19,
10,1,1935,10,5,1935,https://en.wikipedia.org/wiki/Second_Italo-Ethiopian_War,ITALO-ETHIOPIAN WAR STARTS,1.4em,Arial,TRUE,WHITE,GREEN,30,0,10,0,44%,3%,61,0.70,-37,1,20,Second Italo-Ethiopian War
10,13,1935,10,19,1935,https://en.wikipedia.org/wiki/Long_March,LONG MARCH ENDS,2.1em,Arial,TRUE,GOLD,RED,30,0,10,0,38%,16%,59,0.70,-32,1,20,
4,19,1936,4,25,1936,https://en.wikipedia.org/wiki/1936%E2%80%931939_Arab_revolt_in_Palestine,ARAB REVOLT IN PALESTINE BEGINS,1.7em,Arial,TRUE,black,TAN,30,0,10,0,40%,2%,60,0.80,-39,1,22,1936–1939 Arab revolt in Palestine
8,1,1936,8,16,1936,https://en.wikipedia.org/wiki/1936_Summer_Olympics,BERLIN OLYMPICS,2.3em,Arial,TRUE,white,black,30,0,10,0,40%,22%,61,0.80,-32,2,19,
7,17,1936,7,25,1936,https://en.wikipedia.org/wiki/Spanish_Civil_War,SPANISH CIVIL WAR BEGINS,2.3em,Arial,TRUE,RED,YELLOW,30,0,10,0,40%,2%,61,0.80,-37,2,19,Spanish Civil War
8,19,1936,8,29,1936,https://en.wikipedia.org/wiki/Great_Purge,STALIN'S PURGE BEGINS,2.3em,Arial,TRUE,BLACK,RED,30,0,10,0,40%,7%,63,0.80,-40,2,20,
2,14,1937,2,19,1937,https://en.wikipedia.org/wiki/Second_Italo-Ethiopian_War,ITALO-ETHIOPIAN WAR ENDS,1.8em,Arial,TRUE,WHITE,GREEN,30,0,10,0,44%,4%,59,0.70,-38,1,20,Second Italo-Ethiopian War
7,7,1937,8,8,1937,https://en.wikipedia.org/wiki/Battle_of_Beiping%E2%80%93Tianjin,BATTLE OF BEIPING-TIANJIN,1.8em,Arial,TRUE,RED,SEASHELL,30,0,10,0,45%,11%,63,0.70,-41,"2,5,10,15,19,25",20,
8,13,1937,11,26,1937,https://en.wikipedia.org/wiki/Battle_of_Shanghai,BATTLE OF SHANGHAI,1.8em,Arial,TRUE,RED,SEASHELL,30,0,10,0,45%,17%,63,0.70,-32,"2,6,11,17",20,
7,6,1938,7,15,1938,https://en.wikipedia.org/wiki/%C3%89vian_Conference,EVIAN CONFERENCE,2.3em,Arial,TRUE,BLACK,gold,30,0,10,0,40%,9%,63,0.80,-35,2,20,
2,9,1938,5,21,1938,https://en.wikipedia.org/wiki/Battle_of_Xuzhou,BATTLE OF XUZHOU,1.8em,Arial,TRUE,RED,SEASHELL,30,0,10,0,45%,25%,60,0.70,-47,"2,8,11,16",20,
6,11,1938,10,27,1938,https://en.wikipedia.org/wiki/Battle_of_Wuhan,BATTLE OF WUHAN,1.8em,Arial,TRUE,RED,SEASHELL,30,0,10,0,45%,25%,60,0.70,-48,"2,8,12,17,22",18,
6,5,1938,6,11,1938,https://en.wikipedia.org/wiki/1938_Yellow_River_flood,YELLOW RIVER FLOOD,2.3em,Arial,TRUE,red,gold,30,0,10,0,40%,17%,61,0.80,-40,1,20,
11,13,1938,11,17,1938,https://en.wikipedia.org/wiki/Great_Purge,STALIN'S PURGE ENDS,2.0em,Arial,TRUE,BLACK,RED,30,0,10,0,40%,1%,59,0.80,-37,1,20,Great Purge
8,13,1939,8,26,1939,https://en.wikipedia.org/wiki/1936%E2%80%931939_Arab_revolt_in_Palestine,ARAB REVOLT IN PALESTINE ENDS,1.8em,Arial,TRUE,black,TAN,30,0,10,0,40%,3%,62,0.80,-35,1,22,1936–1939 Arab revolt in Palestine
3,26,1939,4,1,1939,https://en.wikipedia.org/wiki/Spanish_Civil_War,SPANISH CIVIL WAR ENDS,2.1em,Arial,TRUE,RED,YELLOW,30,0,10,0,40%,2%,60,0.60,0,1,19,Spanish Civil War
4,7,1939,4,12,1939,https://en.wikipedia.org/wiki/Italian_invasion_of_Albania,ITALY INVADES ALBANIA,1.5em,Arial,TRUE,WHITE,GREEN,30,0,10,0,44%,2%,63,0.70,-39,2,20,Italian invasion of Albania
9,1,1939,10,6,1939,https://en.wikipedia.org/wiki/Invasion_of_Poland,GERMANY INVADES W POLAND,1.6em,Arial,TRUE,WHITE,BLACK,30,0,10,0,44%,10%,58,0.54,-42,"3,6",20,Invasion of Poland
9,7,1939,10,16,1939,https://en.wikipedia.org/wiki/Saar_Offensive,SAAR OFFENSIVE,1.7EM,Arial,TRUE,WHITE,PURPLE,30,0,10,0,45%,24%,63,0.48,-15,"2,6",20,
9,17,1939,10,6,1939,https://en.wikipedia.org/wiki/Soviet_invasion_of_Poland,USSR INVADES E POLAND,1.7EM,Arial,TRUE,black,RED,30,0,10,0,45%,17%,62,0.44,4,"1,3",20,
11,30,1939,3,13,1940,https://en.wikipedia.org/wiki/Winter_War,THE WINTER WAR,2.3em,Arial,TRUE,black,RED,30,0,10,0,40%,21%,61,0.80,-39,"3,9,14,19",20,
4,10,1940,4,13,1940,https://en.wikipedia.org/wiki/German_occupation_of_Norway,NORWAY STARTS,2.0em,Arial,TRUE,white,black,30,0,10,0,40%,3%,58,0.80,-38,1,21,German occupation of Norway
5,10,1940,6,25,1940,https://en.wikipedia.org/wiki/Battle_of_France,BATTLE OF FRANCE,2.3em,Arial,TRUE,white,black,30,0,10,0,40%,14%,60,0.80,-43,"2,8",21,Battle of France
6,5,1940,6,8,1940,https://en.wikipedia.org/wiki/German_occupation_of_Norway,NORWAY FALLS,2.3em,Arial,TRUE,white,black,30,0,10,0,40%,3%,61,0.80,-14,1,21,
5,26,1940,6,4,1940,https://en.wikipedia.org/wiki/Dunkirk_evacuation,DUNKIRK,2.3em,Arial,TRUE,BLACK,LINEN,30,0,10,0,40%,16%,59,0.80,-18,"1,3",21,
7,10,1940,10,31,1940,https://en.wikipedia.org/wiki/Battle_of_Britain,BATTLE OF BRITAIN,2.3em,Arial,TRUE,BLACK,LINEN,30,0,10,0,40%,17%,63,0.80,-44,"2,7,11,16",21,
10,28,1940,11,13,1940,https://en.wikipedia.org/wiki/Battle_of_Pindus,BATTLE OF PINDUS,1.9em,Arial,TRUE,BLACK,LIGHTSKYBLUE,30,0,10,0,40%,1%,61,0.80,-27,1,21,Battle of Pindus
11,12,1940,11,14,1940,https://en.wikipedia.org/wiki/German%E2%80%93Soviet_Axis_talks#Molotov_travels_to_Berlin,USSR/AXIS,2.3em,Arial,TRUE,black,RED,30,0,10,0,40%,8%,60,0.80,-38,"1,4",21,
12,9,1940,2,9,1941,https://en.wikipedia.org/wiki/Operation_Compass,OPERATION COMPASS,2.3em,Arial,TRUE,BLACK,LINEN,30,0,10,0,40%,12%,61,0.80,-41,"2,7",21,
2,2,1941,2,8,1941,https://en.wikipedia.org/wiki/Operation_Sonnenblume,SUNFLOWER BEGINS,2.2em,Arial,TRUE,white,black,30,0,10,0,40%,16%,59,0.70,-25,1,685,Operation Sonnenblume
4,6,1941,4,18,1941,https://en.wikipedia.org/wiki/Invasion_of_Yugoslavia,GERMANY TAKES YUGOSLAVIA,2.0em,Arial,TRUE,white,black,30,0,10,0,40%,3%,60,0.59,-32,1,23,Invasion of Yugoslavia
4,6,1941,6,1,1941,https://en.wikipedia.org/wiki/German_invasion_of_Greece,GERMANY TAKES GREECE,2.2em,Arial,TRUE,white,black,30,0,10,0,40%,8%,60,0.58,3,"3,7",22,
5,18,1941,5,24,1941,https://en.wikipedia.org/wiki/Operation_Sonnenblume,SUNFLOWER ENDS,2.2em,Arial,TRUE,white,black,30,0,10,0,40%,19%,59,0.70,-28,1,23,
5,20,1941,6,1,1941,https://en.wikipedia.org/wiki/Battle_of_Crete,BATTLE OF CRETE,2.2em,Arial,TRUE,white,black,30,0,10,0,40%,20%,59,0.70,-46,2,21,
6,22,1941,6,29,1941,https://en.wikipedia.org/wiki/Defense_of_Brest_Fortress,BATTLE OF BREST,2.2em,Arial,TRUE,white,black,30,0,10,0,40%,20%,59,0.70,-26,1,21,
7,7,1941,9,26,1941,https://en.wikipedia.org/wiki/Battle_of_Kiev_(1941),BATTLE OF KIEV,2.2em,Arial,TRUE,white,black,30,0,10,0,40%,25%,60,0.70,-39,"2,6,14",21,
8,25,1941,8,31,1941,https://en.wikipedia.org/wiki/Anglo-Soviet_invasion_of_Iran,ANGLO SOVIET IRAN INVASION,1.8em,Arial,TRUE,BLACK,LINEN,30,0,10,0,40%,1%,60,0.70,-13,1,21,Anglo-Soviet invasion of Iran
8,9,1941,8,12,1941,https://en.wikipedia.org/wiki/Atlantic_Charter,ATLANTIC CONFERENCE,1.1em,Arial,TRUE,black,gold,30,0,10,0,45%,2%,64,0.70,-17,2,22,Atlantic Charter
9,8,1941,9,13,1941,https://en.wikipedia.org/wiki/Siege_of_Leningrad,LENINGRAD SIEGE BEGINS,2.0em,Arial,TRUE,black,RED,30,0,10,0,40%,2%,63,0.70,-12,1,21,Siege of Leningrad
9,15,1941,9,20,1941,https://en.wikipedia.org/wiki/Copenhagen_(play),COPENHAGEN,2.7em,Arial,TRUE,black,GREEN,38,0,10,0,45%,15%,64,0.80,-23,1,21,Copenhagen (play)
11,16,1941,12,30,1941,https://en.wikipedia.org/wiki/Operation_Crusader,OPERATION CRUSADER,2.3em,Arial,TRUE,BLACK,LINEN,30,0,10,0,40%,11%,62,0.70,-10,"1,7",21,
5,26,1941,5,28,1941,https://en.wikipedia.org/wiki/Last_battle_of_Bismarck,BISMARCK,2.2em,Arial,TRUE,BLACK,LINEN,30,0,10,0,40%,8%,63,0.59,1,1,22,Last battle of Bismarck
9,30,1941,1,7,1942,https://en.wikipedia.org/wiki/Battle_of_Moscow,BATTLE OF MOSCOW,2.3em,Arial,TRUE,black,RED,30,0,10,0,45%,12%,63,0.80,-42,"3,8",20,
4,9,1942,4,17,1942,https://en.wikipedia.org/wiki/Bataan_Death_March,BATAAN DEATH MARCH,2.3em,Arial,TRUE,black,LIGHTBLUE,30,0,10,0,40%,3%,61,0.71,-24,2,20,
5,4,1942,5,8,1942,https://en.wikipedia.org/wiki/Battle_of_the_Coral_Sea,CORAL SEA,2.3em,Arial,TRUE,black,LIGHTBLUE,30,0,10,0,40%,21%,61,0.80,-43,1,20,
5,5,1942,5,6,1942,https://en.wikipedia.org/wiki/Battle_of_Corregidor,CORREGIDOR,1.3em,Arial,TRUE,RED,SEASHELL,30,0,10,0,45%,2%,59,0.70,85,1,20,Battle of Corregidor
5,12,1942,5,28,1942,https://en.wikipedia.org/wiki/Second_Battle_of_Kharkov,2ND BATTLE OF KHARKOV,2.3em,Arial,TRUE,white,black,30,0,10,0,43%,5%,61,0.62,-40,2,21,
5,26,1942,6,21,1942,https://en.wikipedia.org/wiki/Battle_of_Gazala,GAZALA,2.3em,Arial,TRUE,white,black,30,0,10,0,44%,36%,61,0.58,-37,4,22,
6,4,1942,6,7,1942,https://en.wikipedia.org/wiki/Battle_of_Midway,MIDWAY,3.3em,Arial,TRUE,white,DARKBLUE,30,0,10,0,30%,4%,60,0.90,-29,1,22,
7,1,1942,7,27,1942,https://en.wikipedia.org/wiki/First_Battle_of_El_Alamein,1ST EL ALAMEIN,2.3em,Arial,TRUE,BLACK,LINEN,30,0,10,0,35%,24%,63,0.56,0,2,22,
10,23,1942,11,7,1942,https://en.wikipedia.org/wiki/Second_Battle_of_El_Alamein,2ND EL ALAMEIN,1.7em,Arial,TRUE,BLACK,LINEN,30,0,10,0,45%,30%,55,0.60,-48,"2,3",346,Second Battle of El Alamein
11,8,1942,11,16,1942,https://en.wikipedia.org/wiki/Operation_Torch,OPERATION TORCH,1.7em,Arial,TRUE,WHITE,DARKBLUE,30,0,10,0,45%,24%,62,0.60,53,1,493,Operation Torch
2,8,1942,2,15,1942,https://en.wikipedia.org/wiki/Fall_of_Singapore,FALL OF SINGAPORE,1.8em,Arial,TRUE,RED,SEASHELL,30,0,10,0,45%,24%,58,0.80,-45,1,20,
6,28,1942,7,24,1942,https://en.wikipedia.org/wiki/Battle_of_Voronezh_(1942),VORONEZH,2.3em,Arial,TRUE,WHITE,BLACK,30,0,10,0,40%,30%,60,0.59,-39,3,19,
8,17,1942,8,18,1942,https://en.wikipedia.org/wiki/Raid_on_Makin_Island,MAKIN,2.3em,Arial,TRUE,WHITE,BLUE,30,0,10,0,40%,10%,60,0.80,-45,1,3001,
8,23,1942,2,2,1943,https://en.wikipedia.org/wiki/Battle_of_Stalingrad,BATTLE OF STALINGRAD,2.1em,Arial,TRUE,black,RED,30,0,10,0,61%,8%,66,0.51,-16,"1,4,9,14,19,24",20,Battle of Stalingrad
8,7,1942,2,9,1943,https://en.wikipedia.org/wiki/Guadalcanal_campaign,GUADALCANAL,1.7EM,Arial,TRUE,black,LIGHTBLUE,30,0,10,0,60%,29%,60,0.45,-38,"2,7,12,17,22,27",20,
7,9,1943,8,17,1943,https://en.wikipedia.org/wiki/Allied_invasion_of_Sicily,OPERATION HUSKY,2.2em,Arial,TRUE,black,lightblue,30,0,10,0,69%,20%,62,0.56,-29,"2,5",8,Allied invasion of Sicily
7,5,1943,8,23,1943,https://en.wikipedia.org/wiki/Battle_of_Kursk,BATTLE OF KURSK,2.3em,Arial,TRUE,black,RED,30,0,10,0,40%,21%,60,0.70,-44,"2,5",9,
1,14,1943,1,24,1943,https://en.wikipedia.org/wiki/Casablanca_Conference,CASABLANCA CONFERENCE,1.7EM,Arial,TRUE,black,gold,30,0,10,0,45%,13%,62,0.60,52,2,20,
2,19,1943,2,24,1943,https://en.wikipedia.org/wiki/Battle_of_Kasserine_Pass,KASSERINE,2.3em,Arial,TRUE,white,black,30,0,10,0,35%,14%,63,0.70,-25,2,21,
3,23,1943,4,3,1943,https://en.wikipedia.org/wiki/Battle_of_El_Guettar,EL GUETTAR,2.3em,Arial,TRUE,black,LIGHTBLUE,30,0,10,0,40%,20%,59,0.80,-38,1,20,
4,22,1943,5,6,1943,https://en.wikipedia.org/wiki/Operations_Vulcan_and_Strike,VULCAN,2.3em,Arial,TRUE,WHITE,DARKBLUE,30,0,10,0,40%,22%,61,0.80,-46,"2,4",20,
5,6,1943,5,12,1943,https://en.wikipedia.org/wiki/Operations_Vulcan_and_Strike,STRIKE,2.3em,Arial,TRUE,WHITE,DARKBLUE,30,0,10,0,40%,27%,61,0.80,-45,2,20,
9,3,1943,9,17,1943,https://en.wikipedia.org/wiki/Allied_invasion_of_Italy,INVASION OF MAINLAND ITALY,2.1em,Arial,TRUE,black,lightblue,30,0,10,0,35%,2%,60,0.80,-32,2,8,
9,12,1943,9,18,1943,https://en.wikipedia.org/wiki/Operation_Avalanche,OPERATION AVALANCHE,2.3em,Arial,TRUE,black,lightblue,30,0,10,0,40%,6%,57,0.80,-38,1,8,
10,3,1943,10,9,1943,https://en.wikipedia.org/wiki/Winter_Line,GUSTAV LINE ESTABLISHED,2.3em,Arial,TRUE,black,lightblue,30,0,10,0,40%,3%,58,0.80,-20,1,8,
11,16,1943,11,22,1943,https://en.wikipedia.org/wiki/Cairo_Conference,CAIRO,4em,Arial,TRUE,black,gold,30,0,10,0,30%,22%,63,1.00,-42,1,20,
11,28,1943,12,1,1943,https://en.wikipedia.org/wiki/Tehran_Conference,TEHRAN,3.0em,Arial,TRUE,black,gold,30,0,10,0,30%,5%,62,1.00,-39,1,20,
9,26,1943,11,16,1943,https://en.wikipedia.org/wiki/Battle_of_Leros,BATTLE OF LEROS,2.3em,Arial,TRUE,WHITE,BLACK,30,0,10,0,40%,16%,60,0.75,-46,"4,9",1,
5,16,1943,5,17,1943,https://en.wikipedia.org/wiki/Operation_Chastise,CHASTISE,1.7em,Arial,TRUE,BLACK,LINEN,30,0,10,0,40%,4%,60,0.70,-26,1,21,
1,23,1944,1,27,1944,https://en.wikipedia.org/wiki/Siege_of_Leningrad,LENINGRAD ENDS,2.2em,Arial,TRUE,black,RED,30,0,10,0,40%,8%,60,0.70,-22,1,21,
1,22,1944,2,12,1944,https://en.wikipedia.org/wiki/Battle_of_Anzio,INVASION OF ANZIO,2.3em,Arial,TRUE,black,LIGHTBLUE,30,0,10,0,40%,16%,60,0.70,-39,5,18,
7,2,1944,7,3,1944,https://en.wikipedia.org/wiki/Battle_of_Imphal,IMPHAL ENDS,1.3em,Arial,TRUE,BLACK,LINEN,30,0,10,0,35%,3%,60,0.59,-20,1,22,Battle of Imphal
2,17,1944,2,23,1944,https://en.wikipedia.org/wiki/Battle_of_Eniwetok,ENIWETOK,2.3em,Arial,TRUE,black,LIGHTBLUE,30,0,10,0,40%,19%,63,0.70,-24,2,20,
3,8,1944,3,18,1944,https://en.wikipedia.org/wiki/Battle_of_Imphal,BATTLE OF IMPHAL BEGINS,2.3em,Arial,TRUE,BLACK,LINEN,30,0,10,0,35%,1%,60,0.70,-30,2,22,
4,4,1944,4,15,1944,https://en.wikipedia.org/wiki/Battle_of_Kohima,BATTLE OF KOHIMA BEGINS,2.3em,Arial,TRUE,BLACK,LINEN,30,0,10,0,35%,1%,62,0.70,-29,2,22,
6,11,1944,6,22,1944,https://en.wikipedia.org/wiki/Battle_of_Kohima,BATTLE OF KOHIMA ENDS,2.3em,Arial,TRUE,BLACK,LINEN,30,0,10,0,35%,8%,63,0.70,-6,1,19,
6,6,1944,8,30,1944,https://en.wikipedia.org/wiki/Operation_Overlord,OVERLORD,1.7EM,Arial,TRUE,WHITE,DARKBLUE,30,0,10,0,45%,30%,57,0.65,-49,"2,7,12",20,
6,22,1944,8,19,1944,https://en.wikipedia.org/wiki/Operation_Bagration,BAGRATION,1.7EM,Arial,TRUE,black,RED,30,0,10,0,40%,33%,62,0.65,-11,"2,5,10",20,
7,1,1944,7,22,1944,https://en.wikipedia.org/wiki/Bretton_Woods_Conference,BRETTON WOODS,1.7EM,Arial,TRUE,WHITE,GREEN,30,0,10,0,45%,26%,62,0.65,50,2,20,
8,15,1944,9,14,1944,https://en.wikipedia.org/wiki/Operation_Dragoon,DRAGOON,1.7EM,Arial,TRUE,WHITE,DARKBLUE,30,0,10,0,60%,35%,58,0.50,-11,"2,5",21,
9,12,1944,10,21,1944,https://en.wikipedia.org/wiki/Battle_of_Aachen,BATTLE OF AACHEN,2.3em,Arial,TRUE,black,LIGHTBLUE,30,0,10,0,40%,15%,63,0.70,-143,"3,6",20,
9,17,1944,9,25,1944,https://en.wikipedia.org/wiki/Operation_Market_Garden,MARKET GARDEN,2.3em,Arial,TRUE,BLACK,LINEN,30,0,10,0,70%,19%,62,0.50,-25,"1,3",21,
10,23,1944,10,26,1944,https://en.wikipedia.org/wiki/Battle_of_Leyte_Gulf,LEYTE GULF,2.3em,Arial,TRUE,WHITE,DARKBLUE,30,0,10,0,40%,11%,59,0.80,-32,1,20,
9,22,1946,10,1,1946,https://en.wikipedia.org/wiki/Nuremberg_trials,NUREMBERG TRIALS END,2em,Arial,TRUE,black,grey,30,0,10,0,40%,9%,58,0.80,-28,1,8,
12,19,1946,12,28,1946,https://en.wikipedia.org/wiki/First_Indochina_War,FIRST INDOCHINA WAR,2.3em,Arial,TRUE,black,LIGHTBLUE,30,0,10,0,40%,9%,61,0.80,-36,2,2,
11,30,1947,12,6,1947,https://en.wikipedia.org/wiki/1947%E2%80%931948_civil_war_in_Mandatory_Palestine,CIVIL WAR IN PALESTINE BEGINS,1.6em,Arial,TRUE,black,LIGHTBLUE,30,0,10,0,40%,4%,61,0.80,-34,2,20,1947–1948 civil war in Mandatory Palestine
2,21,1948,2,25,1948,https://en.wikipedia.org/wiki/1948_Czechoslovak_coup_d'%C3%A9tat,CZECH COUP,2.3em,Arial,TRUE,black,RED,30,0,10,0,40%,11%,58,0.80,-39,2,9,
5,14,1948,5,22,1948,https://en.wikipedia.org/wiki/1948_Arab%E2%80%93Israeli_War,ARAB-ISRAEL WAR BEGINS,1.6em,Arial,TRUE,black,LIGHTBLUE,30,0,10,0,40%,31%,64,0.80,-35,2,20,1948 Arab–Israeli War
6,24,1948,7,10,1948,https://en.wikipedia.org/wiki/Berlin_Blockade,BERLIN AIRLIFT STARTS,2.3em,Arial,TRUE,black,LIGHTBLUE,30,0,10,0,40%,8%,63,0.80,-32,4,20,
5,9,1948,5,13,1948,https://en.wikipedia.org/wiki/1947%E2%80%931948_civil_war_in_Mandatory_Palestine,CIVIL WAR IN PALESTINE ENDS,1.4em,Arial,TRUE,black,LIGHTBLUE,30,0,10,0,45%,4%,60,0.80,-39,1,20,1947–1948 civil war in Mandatory Palestine
4,21,1948,4,22,1948,https://en.wikipedia.org/wiki/Battle_of_Haifa_(1948),HAIFA,2.3em,Arial,TRUE,black,LIGHTBLUE,30,0,10,0,40%,15%,63,0.80,-34,1,20,Battle of Haifa (1948) | Haganah captures Haifa which later becomes part of the State of Israel
4,25,1948,4,31,1948,https://en.wikipedia.org/wiki/Operation_Hametz,OPERATION HAMETZ,2.3em,Arial,TRUE,black,LIGHTBLUE,30,0,10,0,40%,6%,64,0.80,-40,1,20,"Operation Hametz | Jewish conquest of Jaffa, British intervention temporarily halts offensive"
8,1,1948,8,7,1948,https://en.wikipedia.org/wiki/Trofim_Lysenko#Repression_of_biologists,LYSENKOISM V  GENETICS,2.3EM,Arial,TRUE,BLACK,RED,30,0,0,0,45%,6%,67,0.70,-35,1,80,"Approved by Stalin, the VASKhNIL announced that from that point on Lysenkoism would be taught as ""the only correct theory."" Soviet scientists were forced to denounce any work that contradicted Lysenko."
11,6,1948,1,10,1949,https://en.wikipedia.org/wiki/Huaihai_campaign,BATTLE OF HSUPENG,2.3em,Arial,TRUE,GOLD,RED,30,0,10,0,40%,14%,60,0.80,-28,"3,8,11,12",9,
5,1,1949,5,12,1949,https://en.wikipedia.org/wiki/Berlin_Blockade,BERLIN AIRLIFT ENDS,2.3em,Arial,TRUE,black,LIGHTBLUE,30,0,10,0,40%,12%,59,0.80,-33,1,20,
3,6,1949,3,10,1949,https://en.wikipedia.org/wiki/1948_Arab%E2%80%93Israeli_War,ARAB-ISRAEL WAR ENDS,1.8em,Arial,TRUE,black,LIGHTBLUE,30,0,10,0,40%,2%,60,0.80,-34,1,20,1948 Arab–Israeli War
6,25,1950,6,30,1950,https://en.wikipedia.org/wiki/Operation_Pokpung,POKPUNG,2.3em,Arial,TRUE,black,RED,30,0,10,0,40%,28%,61,0.80,-32,1,9,
9,10,1950,9,19,1950,https://en.wikipedia.org/wiki/Battle_of_Inchon,BATTLE OF INCHON,2.3em,Arial,TRUE,black,LIGHTBLUE,30,0,10,0,40%,15%,61,0.80,-21,1,20,
9,30,1950,11,25,1950,https://en.wikipedia.org/wiki/UN_offensive_into_North_Korea,UN OFFENSIVE,2.3em,Arial,TRUE,black,LIGHTBLUE,30,0,10,0,40%,24%,58,0.80,-30,"3,8",20,
11,25,1950,11,30,1950,https://en.wikipedia.org/wiki/Battle_of_the_Ch%27ongch%27on_River,CH'ONGCH'ON RIVER,1.7EM,Arial,TRUE,gold,red,30,0,10,0,45%,25%,20,0.80,40,2,8,
12,2,1950,12,24,1950,https://en.wikipedia.org/wiki/UN_Forces_retreat_from_North_Korea,UN RETREAT FROM NK,2.3em,Arial,TRUE,black,lightblue,30,0,10,0,45%,15%,20,0.80,30,"2,6",8,
11,27,1950,12,13,1950,https://en.wikipedia.org/wiki/Battle_of_Chosin_Reservoir,CHOSIN,2.3em,Arial,TRUE,gold,RED,30,0,10,0,40%,35%,20,0.80,-5,"1,3",9,
10,25,1950,10,29,1950,https://en.wikipedia.org/wiki/Battle_of_Onjong,ONJONG,2.3em,Arial,TRUE,GOLD,RED,30,0,10,0,40%,25%,20,0.80,20,1,300,
8,4,1950,9,18,1950,https://en.wikipedia.org/wiki/Battle_of_the_Pusan_Perimeter,PUSAN PERIMETER,2.3em,Arial,TRUE,black,LIGHTBLUE,30,0,10,0,40%,20%,61,0.80,-46,"2,7",2,
